"EntrezID","Symbol","Description","P value"
"50863","NTM","neurotrimin",2.95114483561676e-06
"5493","PPL","periplakin",4.39605857560643e-06
"114614","MIR155HG","MIR155 host gene",6.4555985611614e-06
"79096","C11orf49","chromosome 11 open reading frame 49",7.64398961472512e-06
"307","ANXA4","annexin A4",8.98075722277625e-06
"79871","RPAP2","RNA polymerase II associated protein 2",1.23117720522981e-05
"5494","PPM1A","protein phosphatase, Mg2+/Mn2+ dependent 1A",1.96618006845783e-05
"117583","PARD3B","par-3 family cell polarity regulator beta",2.54677247388813e-05
"1457","CSNK2A1","casein kinase 2 alpha 1",2.58674181272678e-05
"79071","ELOVL6","ELOVL fatty acid elongase 6",2.6580459814074e-05
"6235","RPS29","ribosomal protein S29",2.7104809783296e-05
"663","BNIP2","BCL2 interacting protein 2",3.01628657271014e-05
"4507","MTAP","methylthioadenosine phosphorylase",3.22048150667165e-05
"285362","SUMF1","sulfatase modifying factor 1",3.25447779150334e-05
"266977","ADGRF1","adhesion G protein-coupled receptor F1",3.27891232391186e-05
"914","CD2","CD2 molecule",3.46808195166304e-05
"282890","ZNF311","zinc finger protein 311",3.52197612369931e-05
"3155","HMGCL","3-hydroxymethyl-3-methylglutaryl-CoA lyase",3.92984744973512e-05
"5565","PRKAB2","protein kinase AMP-activated non-catalytic subunit beta 2",5.40890502120916e-05
"83719","YPEL3","yippee like 3",7.06450200397279e-05
"9260","PDLIM7","PDZ and LIM domain 7",7.57807388245268e-05
"79173","C19orf57","chromosome 19 open reading frame 57",8.06885871621477e-05
"9706","ULK2","unc-51 like autophagy activating kinase 2",8.67108946350781e-05
"57515","SERINC1","serine incorporator 1",9.07792913706906e-05
"8908","GYG2","glycogenin 2",9.37737463329036e-05
"4321","MMP12","matrix metallopeptidase 12",9.54057574993339e-05
"79960","JADE1","jade family PHD finger 1",9.92924460054834e-05
"4286","MITF","melanogenesis associated transcription factor",9.93895573428993e-05
"6176","RPLP1","ribosomal protein lateral stalk subunit P1",9.94243901929481e-05
"816","CAMK2B","calcium/calmodulin dependent protein kinase II beta",0.000100612217995399
"6132","RPL8","ribosomal protein L8",0.000101130202585065
"4615","MYD88","myeloid differentiation primary response 88",0.00010626840666661
"145173","B3GLCT","beta 3-glucosyltransferase",0.000108125542418458
"54888","NSUN2","NOP2/Sun RNA methyltransferase family member 2",0.000109891265354878
"3006","HIST1H1C","histone cluster 1 H1 family member c",0.000113248460235527
"1501","CTNND2","catenin delta 2",0.000115373853820211
"10326","SIRPB1","signal regulatory protein beta 1",0.000118434432609393
"6227","RPS21","ribosomal protein S21",0.000119761096571414
"51067","YARS2","tyrosyl-tRNA synthetase 2",0.00012150776447295
"6142","RPL18A","ribosomal protein L18a",0.000130686131145752
"6134","RPL10","ribosomal protein L10",0.00013296773346938
"59277","NTN4","netrin 4",0.000135381295713
"222166","MTURN","maturin, neural progenitor differentiation regulator homolog",0.000138810408591761
"55972","SLC25A40","solute carrier family 25 member 40",0.00013986183124437
"374654","KIF7","kinesin family member 7",0.000147922494287966
"10952","SEC61B","Sec61 translocon beta subunit",0.00014856468965152
"39","ACAT2","acetyl-CoA acetyltransferase 2",0.000152762717890997
"353189","SLCO4C1","solute carrier organic anion transporter family member 4C1",0.000153331370801313
"6228","RPS23","ribosomal protein S23",0.000154932293798704
"50","ACO2","aconitase 2",0.000159287808249697
"55297","CCDC91","coiled-coil domain containing 91",0.000159689023138121
"283209","PGM2L1","phosphoglucomutase 2 like 1",0.000161179743156437
"2197","FAU","FAU, ubiquitin like and ribosomal protein S30 fusion",0.000164558106667156
"3553","IL1B","interleukin 1 beta",0.000168785037312214
"25959","KANK2","KN motif and ankyrin repeat domains 2",0.000170255334352221
"6175","RPLP0","ribosomal protein lateral stalk subunit P0",0.000172720546635863
"79783","SUGCT","succinyl-CoA:glutarate-CoA transferase",0.000175582376675809
"6193","RPS5","ribosomal protein S5",0.0001779775485935
"6330","SCN4B","sodium voltage-gated channel beta subunit 4",0.000178908713686532
"6856","SYPL1","synaptophysin like 1",0.000180946411586058
"23660","ZKSCAN5","zinc finger with KRAB and SCAN domains 5",0.000181212959107224
"2987","GUK1","guanylate kinase 1",0.000182833523530102
"374403","TBC1D10C","TBC1 domain family member 10C",0.000194568994843713
"6223","RPS19","ribosomal protein S19",0.000196029954103394
"11224","RPL35","ribosomal protein L35",0.000199715556704838
"3422","IDI1","isopentenyl-diphosphate delta isomerase 1",0.000200328958367413
"6157","RPL27A","ribosomal protein L27a",0.000204535490160529
"22982","DIP2C","disco interacting protein 2 homolog C",0.000205390302926878
"27290","SPINK4","serine peptidase inhibitor, Kazal type 4",0.000207498135368134
"8310","ACOX3","acyl-CoA oxidase 3, pristanoyl",0.00020993302088379
"6206","RPS12","ribosomal protein S12",0.000210061278630214
"375061","FAM89A","family with sequence similarity 89 member A",0.000213873319554581
"8991","SELENBP1","selenium binding protein 1",0.000215014493669008
"1936","EEF1D","eukaryotic translation elongation factor 1 delta",0.000215986679652058
"10205","MPZL2","myelin protein zero like 2",0.000217376428112592
"6181","RPLP2","ribosomal protein lateral stalk subunit P2",0.000221826881807274
"85236","HIST1H2BK","histone cluster 1 H2B family member k",0.000224764819376722
"6135","RPL11","ribosomal protein L11",0.000226175807570339
"2065","ERBB3","erb-b2 receptor tyrosine kinase 3",0.000227407603006546
"6746","SSR2","signal sequence receptor subunit 2",0.000227552103268081
"6130","RPL7A","ribosomal protein L7a",0.000229618053157132
"6128","RPL6","ribosomal protein L6",0.000232396428270665
"51429","SNX9","sorting nexin 9",0.000239422297947156
"6728","SRP19","signal recognition particle 19",0.00024413191648609
"6625","SNRNP70","small nuclear ribonucleoprotein U1 subunit 70",0.000244266159691087
"81603","TRIM8","tripartite motif containing 8",0.000252134469809207
"8766","RAB11A","RAB11A, member RAS oncogene family",0.00025227336894873
"26191","PTPN22","protein tyrosine phosphatase, non-receptor type 22",0.000252711066958566
"55735","DNAJC11","DnaJ heat shock protein family (Hsp40) member C11",0.000255331464268593
"8740","TNFSF14","TNF superfamily member 14",0.000256727362945464
"6233","RPS27A","ribosomal protein S27a",0.00026008506655395
